Protein,go_term_type,go_term
Q9BTZ2,Function,alcohol dehydrogenase [NAD(P)+] activity
Q9BTZ2,Function,carbonyl reductase (NADPH) activity
Q9BTZ2,Function,NADP-retinol dehydrogenase activity
Q9BTZ2,Function,"oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor"
Q9BTZ2,Function,signaling receptor binding
Q96C10,Function,ATP binding
Q96C10,Function,DNA binding
Q96C10,Function,double-stranded RNA binding
Q96C10,Function,helicase activity
Q96C10,Function,single-stranded RNA binding
Q96C10,Function,zinc ion binding
Q9Y2E4,Function,catalytic activity
Q155Q3,Function,actin binding
Q155Q3,Function,gamma-tubulin binding
Q155Q3,Function,protein domain specific binding
Q9NVM6,Function,RNA binding
Q9NR30,Function,7SK snRNA binding
Q9NR30,Function,ATP binding
Q9NR30,Function,ATP-dependent RNA helicase activity
Q9NR30,Function,double-stranded RNA binding
Q9NR30,Function,identical protein binding
Q9NR30,Function,miRNA binding
Q9NR30,Function,RNA binding
Q9NR30,Function,rRNA binding
Q9NR30,Function,snoRNA binding
Q8NHQ9,Function,ATP binding
Q8NHQ9,Function,helicase activity
Q8NHQ9,Function,RNA binding
P15924,Function,cell adhesion molecule binding
P15924,Function,cell adhesive protein binding involved in bundle of His cell-Purkinje myocyte communication
P15924,Function,"protein binding, bridging"
P15924,Function,protein kinase C binding
P15924,Function,RNA binding
P15924,Function,scaffold protein binding
P15924,Function,structural constituent of cytoskeleton
P15924,Function,structural molecule activity
Q6ZPD8,Function,diacylglycerol O-acyltransferase activity
Q86XP1,Function,ATP binding
Q86XP1,Function,diacylglycerol kinase activity
Q86XP1,Function,metal ion binding
Q86XP1,Function,NAD+ kinase activity
P52824,Function,activating transcription factor binding
P52824,Function,ATP binding
P52824,Function,diacylglycerol kinase activity
P52824,Function,kinase binding
P52824,Function,metal ion binding
P52824,Function,NAD+ kinase activity
P52824,Function,phospholipase binding
P52824,Function,transmembrane receptor protein tyrosine kinase activator activity
Q7Z5J1,Function,oxidoreductase activity
P14061,Function,catalytic activity
P14061,Function,estradiol 17-beta-dehydrogenase activity
P14061,Function,estradiol binding
P14061,Function,NADP+ binding
P14061,Function,steroid binding
P49366,Function,deoxyhypusine synthase activity
P49366,Function,identical protein binding
O14521,Function,electron transfer activity
O14521,Function,heme binding
O14521,Function,metal ion binding
O14521,Function,succinate dehydrogenase activity
O14521,Function,ubiquinone binding
Q92506,Function,3-hydroxyacyl-CoA dehydrogenase activity
Q92506,Function,3-oxoacyl-[acyl-carrier-protein] reductase (NADH) activity
Q92506,Function,estradiol 17-beta-dehydrogenase activity
Q92506,Function,NADH binding
Q92506,Function,testosterone dehydrogenase (NAD+) activity
O60832,Function,box H/ACA snoRNA binding
O60832,Function,pseudouridine synthase activity
O60832,Function,RNA binding
O60832,Function,telomerase activity
O60832,Function,telomerase RNA binding
Q96F81,Function,peptide transmembrane transporter activity
O95057,Function,GTP binding
O95057,Function,GTPase activity
Q05329,Function,glutamate binding
Q05329,Function,glutamate decarboxylase activity
Q05329,Function,protein heterodimerization activity
Q05329,Function,pyridoxal phosphate binding
Q8NEL9,Function,metal ion binding
Q8NEL9,Function,phospholipase activity
Q8IY21,Function,ATP binding
Q8IY21,Function,double-stranded DNA binding
Q8IY21,Function,double-stranded RNA binding
Q8IY21,Function,helicase activity
Q8IY21,Function,single-stranded RNA binding
Q9GZR7,Function,ATP binding
Q9GZR7,Function,RNA binding
Q9GZR7,Function,RNA helicase activity
Q16698,Function,"2,4-dienoyl-CoA reductase (NADPH) activity"
Q16698,Function,NADPH binding
Q16698,Function,"oxidoreductase activity, acting on NAD(P)H"
Q9Y2R4,Function,ATP binding
Q9Y2R4,Function,helicase activity
Q9Y2R4,Function,RNA binding
Q86TM3,Function,ATP binding
Q86TM3,Function,helicase activity
Q86TM3,Function,RNA binding
Q8TDD1,Function,ATP binding
Q8TDD1,Function,ATP-dependent RNA helicase activity
Q8TDD1,Function,estrogen receptor binding
Q8TDD1,Function,RNA binding
Q8TDD1,Function,signaling receptor binding
Q8TDD1,Function,transcription corepressor activity
O00571,Function,ATP binding
O00571,Function,ATP-dependent DNA helicase activity
O00571,Function,ATP-dependent RNA helicase activity
O00571,Function,ATPase activity
O00571,Function,cadherin binding
O00571,Function,CTPase activity
O00571,Function,DNA binding
O00571,Function,eukaryotic initiation factor 4E binding
O00571,Function,GTPase activity
O00571,Function,mRNA 5'-UTR binding
O00571,Function,nucleoside-triphosphatase activity
O00571,Function,poly(A) binding
O00571,Function,protein serine/threonine kinase activator activity
O00571,Function,ribosomal small subunit binding
O00571,Function,RNA binding
O00571,Function,RNA stem-loop binding
O00571,Function,RNA strand annealing activity
O00571,Function,transcription factor binding
O00571,Function,translation initiation factor binding
Q5T1V6,Function,ATP binding
Q5T1V6,Function,helicase activity
Q5T1V6,Function,metal ion binding
Q5T1V6,Function,RNA binding
Q8NBQ5,Function,estradiol 17-beta-dehydrogenase activity
Q8NBQ5,Function,steroid dehydrogenase activity
Q9UBM7,Function,7-dehydrocholesterol reductase activity
Q9UBM7,Function,NADP binding
Q9UBM7,Function,sterol delta7 reductase activity
Q7L2E3,Function,ATP binding
Q7L2E3,Function,ATP-dependent 3'-5' RNA helicase activity
Q7L2E3,Function,ATP-dependent DNA helicase activity
Q7L2E3,Function,ATP-dependent RNA helicase activity
Q7L2E3,Function,chromatin binding
Q7L2E3,Function,double-stranded RNA binding
Q7L2E3,Function,G-quadruplex RNA binding
Q7L2E3,Function,RNA binding
Q8TF46,Function,3'-5'-exoribonuclease activity
Q8TF46,Function,endonuclease activity
Q8TF46,Function,enzyme binding
Q8TF46,Function,RNA binding
Q9Y394,Function,oxidoreductase activity
Q9UPY3,Function,ATP binding
Q9UPY3,Function,deoxyribonuclease I activity
Q9UPY3,Function,DNA binding
Q9UPY3,Function,double-stranded RNA binding
Q9UPY3,Function,endoribonuclease activity
Q9UPY3,Function,helicase activity
Q9UPY3,Function,metal ion binding
Q9UPY3,Function,pre-miRNA binding
Q9UPY3,Function,protein domain specific binding
Q9UPY3,Function,ribonuclease III activity
Q9UPY3,Function,siRNA binding
Q6P158,Function,ATP binding
Q6P158,Function,ATP-dependent 3'-5' RNA helicase activity
Q6P158,Function,metal ion binding
Q6P158,Function,RNA binding
P56937,Function,3-keto sterol reductase activity
P56937,Function,estradiol 17-beta-dehydrogenase activity
Q6Y2X3,Function,dopamine receptor binding
Q9Y5T4,Function,ATPase activator activity
Q9UBS4,Function,unfolded protein binding
P56177,Function,chromatin binding
P56177,Function,"DNA-binding transcription factor activity, RNA polymerase II-specific"
P56177,Function,RNA polymerase II regulatory region sequence-specific DNA binding
P11532,Function,actin binding
P11532,Function,dystroglycan binding
P11532,Function,myosin binding
P11532,Function,nitric-oxide synthase binding
P11532,Function,structural constituent of cytoskeleton
P11532,Function,structural constituent of muscle
P11532,Function,vinculin binding
P11532,Function,zinc ion binding
Q6ZN54,Function,metal ion binding
O43583,Function,mRNA binding
O43583,Function,translation initiation factor activity
Q6IQ26,Function,Rab guanyl-nucleotide exchange factor activity
Q5TB30,Function,GTPase activator activity
Q07507,Function,extracellular matrix structural constituent
Q9BSY9,Function,Lys48-specific deubiquitinase activity
Q9BSY9,Function,Lys63-specific deubiquitinase activity
Q9BSY9,Function,thiol-dependent ubiquitinyl hydrolase activity
P60981,Function,actin filament binding
P49619,Function,ATP binding
P49619,Function,calcium ion binding
P49619,Function,diacylglycerol kinase activity
P49619,Function,NAD+ kinase activity
O75912,Function,ATP binding
O75912,Function,diacylglycerol kinase activity
O75912,Function,GTPase inhibitor activity
O75912,Function,metal ion binding
O75912,Function,NAD+ kinase activity
O75912,Function,Ras GTPase binding
P80365,Function,11-beta-hydroxysteroid dehydrogenase [NAD(P)] activity
P80365,Function,NAD binding
P80365,Function,steroid binding
P09417,Function,"6,7-dihydropteridine reductase activity"
P09417,Function,electron transfer activity
P09417,Function,NADH binding
P09417,Function,NADPH binding
P09417,Function,protein homodimerization activity
Q01459,Function,chitin binding
Q01459,Function,chitinase activity
O60610,Function,actin binding
O60610,Function,ion channel binding
O60610,Function,Rho GTPase binding
O60610,Function,RNA binding
O60610,Function,signaling receptor binding
Q14562,Function,ATP binding
Q14562,Function,ATP-dependent 3'-5' RNA helicase activity
Q14562,Function,ATP-dependent RNA helicase activity
Q14562,Function,identical protein binding
Q14562,Function,RNA binding
O60231,Function,ATP binding
O60231,Function,ATP-dependent 3'-5' RNA helicase activity
O60231,Function,ATPase activity
O60231,Function,RNA binding
O60231,Function,RNA helicase activity
O95661,Function,GTP binding
O95661,Function,GTPase activity
Q9NSV4,Function,actin binding
Q9NSV4,Function,cadherin binding
Q9NSV4,Function,Rho GTPase binding
Q96HU8,Function,GTP binding
Q96HU8,Function,GTPase activity
Q9UBP4,Function,co-receptor binding
Q9UBP4,Function,receptor antagonist activity
Q6UY11,Function,calcium ion binding
Q6UY11,Function,protein homodimerization activity
Q13316,Function,calcium ion binding
Q13316,Function,extracellular matrix binding
Q13316,Function,integrin binding
Q9UHG0,Function,kinesin binding
P19113,Function,histidine decarboxylase activity
P19113,Function,pyridoxal phosphate binding
Q96GG9,Function,cullin family protein binding
Q96GG9,Function,ubiquitin conjugating enzyme binding
Q96GG9,Function,ubiquitin-like protein binding
Q96C86,Function,exoribonuclease activity
Q96C86,Function,m7G(5')pppN diphosphatase activity
Q96C86,Function,RNA 7-methylguanosine cap binding
Q9NUU7,Function,ATP binding
Q9NUU7,Function,helicase activity
Q9NUU7,Function,RNA binding
Q9UHL0,Function,ATP binding
Q9UHL0,Function,ATP-dependent RNA helicase activity
Q9UHL0,Function,RNA binding
Q8N8A6,Function,ATP binding
Q8N8A6,Function,helicase activity
Q8N8A6,Function,RNA binding
Q96FC9,Function,"4 iron, 4 sulfur cluster binding"
Q96FC9,Function,ATP binding
Q96FC9,Function,ATP-dependent DNA helicase activity
Q96FC9,Function,ATP-dependent helicase activity
Q96FC9,Function,chromatin binding
Q96FC9,Function,DNA binding
Q96FC9,Function,DNA replication origin binding
Q96FC9,Function,DNA-dependent ATPase activity
Q96FC9,Function,double-stranded DNA binding
Q96FC9,Function,G-quadruplex DNA binding
Q96FC9,Function,helicase activity
Q96FC9,Function,metal ion binding
Q96FC9,Function,RNA-dependent ATPase activity
Q96FC9,Function,single-stranded DNA binding
Q96FC9,Function,single-stranded RNA binding
Q96FC9,Function,triplex DNA binding
Q9NUL7,Function,ATP binding
Q9NUL7,Function,helicase activity
Q9NUL7,Function,RNA binding
Q9NUL7,Function,rRNA binding
Q9NVP1,Function,ATP binding
Q9NVP1,Function,ATP-dependent RNA helicase activity
Q9NVP1,Function,RNA binding
Q8IWF6,Function,Rab guanyl-nucleotide exchange factor activity
